,10 Cornell - Commons Shuttle                                   ,,,,,,,,,,,,,
,Loop,,,,,,,,,,,,,
,Weekday,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Seneca @ Commons Depart,Goldwin Smith Hall,Seneca @ Commons Arrive - Rt 10,,,,,,,,,,
,,-,3:06,-,-,3:10,3:14,3:18,,,,,,
,,3:30,-,-,3:36,3:40,3:44,3:48,,,,,,
,,-,4:06,-,-,4:10,4:14,4:18,,,,,,
,,-,5:06,-,-,5:10,5:14,5:18,,,,,,
,,5:30,-,-,5:36,5:40,5:44,5:48,,,,,,
,,-,6:06,-,-,6:10,6:14,6:18,,,,,,
,,-,7:06,-,-,7:10,7:14,7:18,,,,,,
,,7:30,-,-,7:36,7:40,7:44,7:48,,,,,,
,,8:00,-,-,8:06,8:10,8:14,8:18,,,,,,
,,8:41,-,-,8:45,8:49,8:53,8:57,,,,,,
,,9:11,-,-,9:15,9:19,9:23,9:27,,,,,,
,,9:41,-,-,9:45,9:49,9:53,9:57,,,,,,
,,10:11,-,-,10:15,10:19,10:23,10:27,,,,,,
,,10:41,-,-,10:45,10:49,10:53,10:57,,,,,,
,,11:11,-,-,11:15,11:19,11:23,11:27,,,,,,
,,11:41,-,-,11:45,11:49,11:53,11:57,,,,,,
,,12:19,-,-,-,-,-,12:27,,,,,,
,,12:49,-,-,-,-,-,12:57,,,,,,
,,1:19,-,-,-,-,-,1:27,,,,,,
,,1:49,-,-,-,-,-,1:57,,,,,,
,,2:19,-,-,-,-,-,2:27,,,,,,
,,,,,,,,,,,,,,
,11 Ithaca College - Commons                                    ,,,,,,,,,,,,,
,Inbound,,,,,,,,,,,,,
,Mon-Thurs,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,IC - College Circle Apartments,South Hill Business Park,Longview,IC - The Towers @ Ithaca College,IC - Roy Park School,Hudson @ Pearsall,Seneca @ Commons Arrive,,,,,,
,,8:30,-,-,8:36,8:40,8:44,8:48,,,,,,
,,10:30,-,-,10:36,10:40,10:44,10:48,,,,,,
,,12:30,-,-,12:36,12:40,12:44,12:48,,,,,,
,,2:30,-,-,2:36,2:40,2:44,2:48,,,,,,
,,4:30,-,-,4:36,4:40,4:44,4:48,,,,,,
,,6:30,-,-,6:36,6:40,6:44,6:48,,,,,,
,,8:30,-,-,8:36,8:40,8:44,8:48,,,,,,
,,,,,,,,,,,,,,
,11 Ithaca College - Commons                                    ,,,,,,,,,,,,,
,Inbound,,,,,,,,,,,,,
,Thursday,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,IC - College Circle Apartments,South Hill Business Park,Longview,IC - The Towers @ Ithaca College,IC - Roy Park School,Hudson @ Pearsall,Seneca @ Commons Arrive,,,,,,
,,9:41,-,-,9:45,9:49,9:53,9:57,,,,,,
,,10:11,-,-,10:15,10:19,10:23,10:27,,,,,,
,,10:41,-,-,10:45,10:49,10:53,10:57,,,,,,
,,11:11,-,-,11:15,11:19,11:23,11:27,,,,,,
,,12:19,-,-,-,-,-,12:27,,,,,,
,,12:49,-,-,-,-,-,12:57,,,,,,
,,1:19,-,-,-,-,-,1:27,,,,,,
,,1:49,-,-,-,-,-,1:57,,,,,,
,,,,,,,,,,,,,,
,11 Ithaca College - Commons                                    ,,,,,,,,,,,,,
,Inbound,,,,,,,,,,,,,
,Friday,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,IC - College Circle Apartments,South Hill Business Park,Longview,IC - The Towers @ Ithaca College,IC - Roy Park School,Hudson @ Pearsall,Seneca @ Commons Arrive,,,,,,
,,8:30,-,-,8:36,8:40,8:44,8:48,,,,,,
,,10:30,-,-,10:36,10:40,10:44,10:48,,,,,,
,,12:30,-,-,12:36,12:40,12:44,12:48,,,,,,
,,2:30,-,-,2:36,2:40,2:44,2:48,,,,,,
,,4:30,-,-,4:36,4:40,4:44,4:48,,,,,,
,,6:30,-,-,6:36,6:40,6:44,6:48,,,,,,
,,8:30,-,-,8:36,8:40,8:44,8:48,,,,,,
,,9:41,-,-,9:45,9:49,9:53,9:57,,,,,,
,,10:11,-,-,10:15,10:19,10:23,10:27,,,,,,
,,10:41,-,-,10:45,10:49,10:53,10:57,,,,,,
,,11:11,-,-,11:15,11:19,11:23,11:27,,,,,,
,,12:19,-,-,-,-,-,12:27,,,,,,
,,12:49,-,-,-,-,-,12:57,,,,,,
,,1:19,-,-,-,-,-,1:27,,,,,,
,,,,,,,,,,,,,,
,11 Ithaca College - Commons                                    ,,,,,,,,,,,,,
,Inbound,,,,,,,,,,,,,
,Saturday,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,IC - College Circle Apartments,South Hill Business Park,Longview,IC - The Towers @ Ithaca College,IC - Roy Park School,Hudson @ Pearsall,Seneca @ Commons Arrive,,,,,,
,,7:30,-,-,7:36,7:40,7:44,7:48,,,,,,
,,-,7:56,8:00,8:06,8:10,8:14,8:18,,,,,,
,,8:30,-,-,8:36,8:40,8:44,8:48,,,,,,
,,-,8:56,9:00,9:06,9:10,9:14,9:18,,,,,,
,,9:30,-,-,9:36,9:40,9:44,9:48,,,,,,
,,-,9:56,10:00,10:06,10:10,10:14,10:18,,,,,,
,,10:30,-,-,10:36,10:40,10:44,10:48,,,,,,
,,-,10:56,11:00,11:06,11:10,11:14,11:18,,,,,,
,,11:30,-,-,11:36,11:40,11:44,11:48,,,,,,
,,-,11:56,12:00,12:06,12:10,12:14,12:18,,,,,,
,,12:30,-,-,12:36,12:40,12:44,12:48,,,,,,
